no,semetre,promedio,carrera
5405,11,84.22,INFORMATICA
5406,8,84.67,INFORMATICA
5407,6,92.29,INFORMATICA
5408,12,82.79,INFORMATICA
5409,6,87.86,INFORMATICA
5410,12,79.24,INFORMATICA
5411,8,89.78,INFORMATICA
5412,4,80.5,INFORMATICA
5413,6,80.59,INFORMATICA
5414,8,77.88,INFORMATICA
5415,4,87.92,INFORMATICA
5416,13,77.7,INFORMATICA
5417,4,82.36,INFORMATICA
5418,4,82.6,INFORMATICA
5419,10,84.67,INFORMATICA
5420,6,85.13,INFORMATICA
5421,9,89.5,INFORMATICA
5422,6,82.44,INFORMATICA
5423,6,82.35,INFORMATICA
5424,8,85.81,INFORMATICA
5425,11,77.12,INFORMATICA
5426,9,89.1,INFORMATICA
5427,9,85.12,INFORMATICA
5428,8,85.3,INFORMATICA
5429,4,82.73,INFORMATICA
5430,13,85.06,INFORMATICA
5431,4,85.92,INFORMATICA
5432,6,84.96,INFORMATICA
5433,13,80.26,INFORMATICA
5434,4,84.75,INFORMATICA
5435,8,89.45,INFORMATICA
5436,6,86.54,INFORMATICA
5437,4,89.13,INFORMATICA
5438,4,84.17,INFORMATICA
5439,13,79.51,INFORMATICA
5440,10,80.02,INFORMATICA
5441,6,79.76,INFORMATICA
5442,13,77.45,INFORMATICA
5443,10,79.94,INFORMATICA
5444,4,82.44,INFORMATICA
5445,4,79,INFORMATICA
5446,4,90.41,INFORMATICA
5447,4,83.82,INFORMATICA
5448,13,79.25,INFORMATICA
5449,6,80.09,INFORMATICA
5450,12,86.64,INFORMATICA
5451,9,80.04,INFORMATICA
5452,9,86.76,INFORMATICA
5453,4,85.57,INFORMATICA
5454,9,80.45,INFORMATICA
5455,4,85.92,INFORMATICA
5456,9,74.67,INFORMATICA
5457,9,80.24,INFORMATICA
5458,13,78.88,INFORMATICA
5459,6,92.25,INFORMATICA
5460,6,78.25,INFORMATICA
5461,6,80.44,INFORMATICA
5462,6,82.96,INFORMATICA
5463,12,78.03,INFORMATICA
5464,4,90.44,INFORMATICA
5465,6,85.05,INFORMATICA
5466,4,95.59,INFORMATICA
5467,12,81.37,INFORMATICA
5468,10,80.48,INFORMATICA
5469,10,84.29,INFORMATICA
5470,13,79.3,INFORMATICA
5471,9,76.36,INFORMATICA
5472,10,81.36,INFORMATICA
5473,10,83.72,INFORMATICA
5474,10,80.43,INFORMATICA
5475,6,81.96,INFORMATICA
5476,10,87.66,INFORMATICA
5477,4,85.79,INFORMATICA
5478,6,84.32,INFORMATICA
5479,8,92.43,INFORMATICA
5480,8,80.86,INFORMATICA
5481,6,91.04,INFORMATICA
5482,2,78,INFORMATICA
5483,2,81.5,INFORMATICA
5484,2,82,INFORMATICA
5485,2,85.2,INFORMATICA
5486,2,86.67,INFORMATICA
5487,2,86.6,INFORMATICA
5488,2,86,INFORMATICA
5489,2,84.2,INFORMATICA
5490,2,80.33,INFORMATICA
5491,2,84.33,INFORMATICA
5492,2,87,INFORMATICA
5493,2,84.6,INFORMATICA
5494,2,82,INFORMATICA
5495,2,86,INFORMATICA
5496,2,87.67,INFORMATICA
5497,2,85.67,INFORMATICA
5498,2,86,INFORMATICA
5499,2,85.83,INFORMATICA
5500,2,82.5,INFORMATICA
5501,2,85,INFORMATICA
5502,2,86.5,INFORMATICA
5503,2,0,INFORMATICA
5504,2,81.25,INFORMATICA
5505,2,92.67,INFORMATICA
5506,2,86.17,INFORMATICA
5507,2,85,INFORMATICA
5508,2,81.83,INFORMATICA
5509,2,85.33,INFORMATICA
5510,4,86.25,ADMINISTRACION
5511,12,84.32,ADMINISTRACION
5512,6,88.86,ADMINISTRACION
5513,8,87.56,ADMINISTRACION
5514,8,0,ADMINISTRACION
5515,6,86,ADMINISTRACION
5516,4,87.37,ADMINISTRACION
5517,8,79.31,ADMINISTRACION
5518,8,87.32,ADMINISTRACION
5519,8,85.35,ADMINISTRACION
5520,5,82.53,ADMINISTRACION
5521,7,84,ADMINISTRACION
5522,4,79.43,ADMINISTRACION
5523,8,89.7,ADMINISTRACION
5524,8,84.39,ADMINISTRACION
5525,12,87,ADMINISTRACION
5526,4,89.45,ADMINISTRACION
5527,6,88.78,ADMINISTRACION
5528,6,91.67,ADMINISTRACION
5529,5,90.71,ADMINISTRACION
5530,9,84.91,ADMINISTRACION
5531,4,94.72,ADMINISTRACION
5532,6,89.78,ADMINISTRACION
5533,8,85.53,ADMINISTRACION
5534,8,86.86,ADMINISTRACION
5535,6,87.36,ADMINISTRACION
5536,6,83.64,ADMINISTRACION
5537,8,89.9,ADMINISTRACION
5538,4,84.73,ADMINISTRACION
5539,4,92.44,ADMINISTRACION
5540,10,85.09,ADMINISTRACION
5541,8,90.36,ADMINISTRACION
5542,5,90.84,ADMINISTRACION
5543,4,88.56,ADMINISTRACION
5544,4,93.39,ADMINISTRACION
5545,7,79.33,ADMINISTRACION
5546,5,86.71,ADMINISTRACION
5547,4,87.93,ADMINISTRACION
5548,5,87.24,ADMINISTRACION
5549,8,89.84,ADMINISTRACION
5550,7,82.33,ADMINISTRACION
5551,6,91.91,ADMINISTRACION
5552,8,90.52,ADMINISTRACION
5553,8,86.65,ADMINISTRACION
5554,7,91.89,ADMINISTRACION
5555,6,85.14,ADMINISTRACION
5556,6,87.31,ADMINISTRACION
5557,4,85.38,ADMINISTRACION
5558,4,90.28,ADMINISTRACION
5559,5,87.08,ADMINISTRACION
5560,4,92.28,ADMINISTRACION
5561,4,83.2,ADMINISTRACION
5562,8,85.73,ADMINISTRACION
5563,4,93.05,ADMINISTRACION
5564,8,89.84,ADMINISTRACION
5565,7,90.71,ADMINISTRACION
5566,6,90.03,ADMINISTRACION
5567,4,81.25,ADMINISTRACION
5568,4,91.82,ADMINISTRACION
5569,8,88.58,ADMINISTRACION
5570,12,83.61,ADMINISTRACION
5571,2,90.14,ADMINISTRACION
5572,10,87.15,ADMINISTRACION
5573,5,90.83,ADMINISTRACION
5574,6,92.6,ADMINISTRACION
5575,6,90.57,ADMINISTRACION
5576,7,85.31,ADMINISTRACION
5577,9,84.63,ADMINISTRACION
5578,8,83.94,ADMINISTRACION
5579,11,84.89,ADMINISTRACION
5580,4,93.11,ADMINISTRACION
5581,4,89.39,ADMINISTRACION
5582,8,87.08,ADMINISTRACION
5583,4,88.85,ADMINISTRACION
5584,4,84.42,ADMINISTRACION
5585,7,85.8,ADMINISTRACION
5586,7,82.09,ADMINISTRACION
5587,10,88.73,ADMINISTRACION
5588,4,91.5,ADMINISTRACION
5589,8,95.72,ADMINISTRACION
5590,6,88.32,ADMINISTRACION
5591,5,90.58,ADMINISTRACION
5592,8,86.78,ADMINISTRACION
5593,8,84.27,ADMINISTRACION
5594,5,87.91,ADMINISTRACION
5595,6,83.41,ADMINISTRACION
5596,4,91.94,ADMINISTRACION
5597,7,89.08,ADMINISTRACION
5598,7,89.83,ADMINISTRACION
5599,8,95.06,ADMINISTRACION
5600,8,95.11,ADMINISTRACION
5601,8,84.65,ADMINISTRACION
5602,8,89.35,ADMINISTRACION
5603,8,94.82,ADMINISTRACION
5604,7,80,ADMINISTRACION
5605,6,87.48,ADMINISTRACION
5606,6,84.81,ADMINISTRACION
5607,5,84.38,ADMINISTRACION
5608,8,83.97,ADMINISTRACION
5609,10,83.08,ADMINISTRACION
5610,5,86.96,ADMINISTRACION
5611,6,89.73,ADMINISTRACION
5612,7,79.22,ADMINISTRACION
5613,11,80.27,ADMINISTRACION
5614,6,86.8,ADMINISTRACION
5615,6,82.17,ADMINISTRACION
5616,4,92.71,ADMINISTRACION
5617,4,92.83,ADMINISTRACION
5618,4,92.61,ADMINISTRACION
5619,6,91.81,ADMINISTRACION
5620,6,85.7,ADMINISTRACION
5621,8,90.1,ADMINISTRACION
5622,4,95.11,ADMINISTRACION
5623,6,89.4,ADMINISTRACION
5624,9,90.38,ADMINISTRACION
5625,4,92.61,ADMINISTRACION
5626,7,85.42,ADMINISTRACION
5627,12,86.05,ADMINISTRACION
5628,7,86.97,ADMINISTRACION
5629,6,84.55,ADMINISTRACION
5630,4,86.14,ADMINISTRACION
5631,6,89.6,ADMINISTRACION
5632,8,95.6,ADMINISTRACION
5633,6,92.06,ADMINISTRACION
5634,5,89.39,ADMINISTRACION
5635,8,94.17,ADMINISTRACION
5636,6,91.55,ADMINISTRACION
5637,8,95.76,ADMINISTRACION
5638,9,82.25,ADMINISTRACION
5639,6,89.66,ADMINISTRACION
5640,6,78.31,ADMINISTRACION
5641,7,90.67,ADMINISTRACION
5642,8,91.79,ADMINISTRACION
5643,8,92.05,ADMINISTRACION
5644,6,82.65,ADMINISTRACION
5645,8,84.24,ADMINISTRACION
5646,4,89.73,ADMINISTRACION
5647,8,92.63,ADMINISTRACION
5648,6,81.16,ADMINISTRACION
5649,7,84.08,ADMINISTRACION
5650,6,84.12,ADMINISTRACION
5651,4,83.08,ADMINISTRACION
5652,8,86.36,ADMINISTRACION
5653,9,83,ADMINISTRACION
5654,10,84.9,ADMINISTRACION
5655,9,85.74,ADMINISTRACION
5656,4,84.33,ADMINISTRACION
5657,5,88,ADMINISTRACION
5658,11,83.61,ADMINISTRACION
5659,4,93.42,ADMINISTRACION
5660,5,85.43,ADMINISTRACION
5661,8,84.23,ADMINISTRACION
5662,9,88.47,ADMINISTRACION
5663,6,86.3,ADMINISTRACION
5664,4,90.93,ADMINISTRACION
5665,8,87.67,ADMINISTRACION
5666,6,90.93,ADMINISTRACION
5667,8,80.27,ADMINISTRACION
5668,11,84.61,ADMINISTRACION
5669,6,84.4,ADMINISTRACION
5670,12,85,ADMINISTRACION
5671,9,82.05,ADMINISTRACION
5672,6,94.94,ADMINISTRACION
5673,4,92.06,ADMINISTRACION
5674,6,89.18,ADMINISTRACION
5675,6,91.19,ADMINISTRACION
5676,8,88.28,ADMINISTRACION
5677,5,88.82,ADMINISTRACION
5678,6,88.8,ADMINISTRACION
5679,6,91.27,ADMINISTRACION
5680,4,93,ADMINISTRACION
5681,5,80.5,ADMINISTRACION
5682,8,88.6,ADMINISTRACION
5683,10,78.98,ADMINISTRACION
5684,10,83.19,ADMINISTRACION
5685,7,87.11,ADMINISTRACION
5686,6,94.43,ADMINISTRACION
5687,6,91.42,ADMINISTRACION
5688,11,81.18,ADMINISTRACION
5689,9,84.13,ADMINISTRACION
5690,8,83.95,ADMINISTRACION
5691,4,90.71,ADMINISTRACION
5692,8,86.37,ADMINISTRACION
5693,9,80.64,ADMINISTRACION
5694,9,82.26,ADMINISTRACION
5695,8,90.05,ADMINISTRACION
5696,7,88.59,ADMINISTRACION
5697,10,84.36,ADMINISTRACION
5698,6,90.47,ADMINISTRACION
5699,5,82.8,ADMINISTRACION
5700,4,84.83,ADMINISTRACION
5701,10,81.19,ADMINISTRACION
5702,4,96.28,ADMINISTRACION
5703,5,83.58,ADMINISTRACION
5704,5,87,ADMINISTRACION
5705,5,88.56,ADMINISTRACION
5706,5,88.06,ADMINISTRACION
5707,10,81.21,ADMINISTRACION
5708,5,84.5,ADMINISTRACION
5709,8,89.55,ADMINISTRACION
5710,5,93.33,ADMINISTRACION
5711,7,89.41,ADMINISTRACION
5712,6,86.41,ADMINISTRACION
5713,7,87.77,ADMINISTRACION
5714,8,91.51,ADMINISTRACION
5715,4,97,ADMINISTRACION
5716,10,86.39,ADMINISTRACION
5717,4,89.84,ADMINISTRACION
5718,5,88.75,ADMINISTRACION
5719,6,87.7,ADMINISTRACION
5720,7,85.76,ADMINISTRACION
5721,7,85.95,ADMINISTRACION
5722,10,85.5,ADMINISTRACION
5723,8,89.88,ADMINISTRACION
5724,7,82.09,ADMINISTRACION
5725,4,91,ADMINISTRACION
5726,5,87.18,ADMINISTRACION
5727,10,84.39,ADMINISTRACION
5728,6,79.56,ADMINISTRACION
5729,7,89,ADMINISTRACION
5730,5,86.25,ADMINISTRACION
5731,10,83.83,ADMINISTRACION
5732,11,83.91,ADMINISTRACION
5733,11,83.51,ADMINISTRACION
5734,4,90.22,ADMINISTRACION
5735,5,91.58,ADMINISTRACION
5736,4,97.28,ADMINISTRACION
5737,7,84.8,ADMINISTRACION
5738,7,89.03,ADMINISTRACION
5739,10,89.58,ADMINISTRACION
5740,8,89.07,ADMINISTRACION
5741,8,83.47,ADMINISTRACION
5742,9,83.63,ADMINISTRACION
5743,8,92.25,ADMINISTRACION
5744,8,80.78,ADMINISTRACION
5745,8,80.24,ADMINISTRACION
5746,7,84.28,ADMINISTRACION
5747,5,88.46,ADMINISTRACION
5748,4,93,ADMINISTRACION
5749,8,89.16,ADMINISTRACION
5750,5,90.71,ADMINISTRACION
5751,7,84.45,ADMINISTRACION
5752,4,94.83,ADMINISTRACION
5753,9,86.03,ADMINISTRACION
5754,4,90.39,ADMINISTRACION
5755,8,89.69,ADMINISTRACION
5756,7,91.69,ADMINISTRACION
5757,5,93.67,ADMINISTRACION
5758,8,90.93,ADMINISTRACION
5759,8,84.89,ADMINISTRACION
5760,9,88.28,ADMINISTRACION
5761,6,86.07,ADMINISTRACION
5762,4,91.5,ADMINISTRACION
5763,8,90.79,ADMINISTRACION
5764,7,84.64,ADMINISTRACION
5765,10,85.33,ADMINISTRACION
5766,4,94.33,ADMINISTRACION
5767,4,92.28,ADMINISTRACION
5768,8,86.74,ADMINISTRACION
5769,10,88,ADMINISTRACION
5770,5,83,ADMINISTRACION
5771,8,89.95,ADMINISTRACION
5772,8,85.94,ADMINISTRACION
5773,6,92.63,ADMINISTRACION
5774,8,82.39,ADMINISTRACION
5775,7,83.69,ADMINISTRACION
5776,10,83.36,ADMINISTRACION
5777,10,83.57,ADMINISTRACION
5778,3,84.33,ADMINISTRACION
5779,2,91.75,ADMINISTRACION
5780,2,87.17,ADMINISTRACION
5781,2,83.83,ADMINISTRACION
5782,2,91,ADMINISTRACION
5783,3,88.92,ADMINISTRACION
5784,2,84.8,ADMINISTRACION
5785,2,86.5,ADMINISTRACION
5786,3,88.73,ADMINISTRACION
5787,3,85.91,ADMINISTRACION
5788,2,79.4,ADMINISTRACION
5789,1,0,ADMINISTRACION
5790,2,79,ADMINISTRACION
5791,1,0,ADMINISTRACION
5792,2,79.5,ADMINISTRACION
5793,2,85,ADMINISTRACION
5794,2,89.67,ADMINISTRACION
5795,3,85.55,ADMINISTRACION
5796,3,85.8,ADMINISTRACION
5797,2,83,ADMINISTRACION
5798,2,0,ADMINISTRACION
5799,2,90,ADMINISTRACION
5800,2,92,ADMINISTRACION
5801,3,92.5,ADMINISTRACION
5802,3,84.13,ADMINISTRACION
5803,2,79.4,ADMINISTRACION
5804,3,84.6,ADMINISTRACION
5805,2,84.17,ADMINISTRACION
5806,2,87,ADMINISTRACION
5807,1,0,ADMINISTRACION
5808,2,95.33,ADMINISTRACION
5809,2,96.17,ADMINISTRACION
5810,3,93.45,ADMINISTRACION
5811,3,91.18,ADMINISTRACION
5812,3,87.63,ADMINISTRACION
5813,3,87.6,ADMINISTRACION
5814,2,86.33,ADMINISTRACION
5815,2,85.2,ADMINISTRACION
5816,1,0,ADMINISTRACION
5817,2,88.17,ADMINISTRACION
5818,3,91.09,ADMINISTRACION
5819,2,0,ADMINISTRACION
5820,3,86.83,ADMINISTRACION
5821,2,86.75,ADMINISTRACION
5822,2,90.8,ADMINISTRACION
5823,3,90.5,ADMINISTRACION
5824,1,0,ADMINISTRACION
5825,1,0,ADMINISTRACION
5826,2,89.83,ADMINISTRACION
5827,3,85.5,ADMINISTRACION
5828,2,92.17,ADMINISTRACION
5829,3,91.73,ADMINISTRACION
5830,3,85,ADMINISTRACION
5831,2,87.5,ADMINISTRACION
5832,2,88.5,ADMINISTRACION
5833,3,89.64,ADMINISTRACION
5834,1,0,ADMINISTRACION
5835,2,82.75,ADMINISTRACION
5836,3,83.43,ADMINISTRACION
5837,2,89.4,ADMINISTRACION
5838,2,91.5,ADMINISTRACION
5839,2,85.5,ADMINISTRACION
5840,2,91.25,ADMINISTRACION
5841,3,86,ADMINISTRACION
5842,2,90.17,ADMINISTRACION
5843,2,95,ADMINISTRACION
5844,3,84.5,ADMINISTRACION
5845,1,0,ADMINISTRACION
5846,3,86.82,ADMINISTRACION
5847,3,88.9,ADMINISTRACION
5848,1,0,ADMINISTRACION
5849,2,83.6,ADMINISTRACION
5850,4,89.38,ADMINISTRACION
5851,1,0,ADMINISTRACION
5852,3,89.17,ADMINISTRACION
5853,3,0,ADMINISTRACION
5854,2,92.4,ADMINISTRACION
5855,1,0,ADMINISTRACION
5856,3,84.64,ADMINISTRACION
5857,2,86.2,ADMINISTRACION
5858,2,92.67,ADMINISTRACION
5859,3,0,ADMINISTRACION
5860,3,0,ADMINISTRACION
5861,1,0,ADMINISTRACION
5862,3,85.89,ADMINISTRACION
5863,1,0,ADMINISTRACION
5864,2,90.75,ADMINISTRACION
5865,3,85.7,ADMINISTRACION
5866,1,0,ADMINISTRACION
5867,2,90,ADMINISTRACION
5868,3,78.9,ADMINISTRACION
5869,3,81.3,ADMINISTRACION
5870,1,0,ADMINISTRACION
5871,2,90.67,ADMINISTRACION
5872,3,88.82,ADMINISTRACION
5873,1,0,ADMINISTRACION
5874,2,90,ADMINISTRACION
5875,2,95.5,ADMINISTRACION
5876,2,85.17,ADMINISTRACION
5877,2,86.2,ADMINISTRACION
5878,3,89.17,ADMINISTRACION
5879,3,87.25,ADMINISTRACION
5880,3,88.82,ADMINISTRACION
5881,2,82,ADMINISTRACION
5882,3,84.82,ADMINISTRACION
5883,2,87.6,ADMINISTRACION
5884,1,0,ADMINISTRACION
5885,3,83.58,ADMINISTRACION
5886,3,82.55,ADMINISTRACION
5887,2,91,ADMINISTRACION
5888,2,85.83,ADMINISTRACION
5889,2,89.5,ADMINISTRACION
5890,1,0,ADMINISTRACION
5891,1,0,ADMINISTRACION
5892,2,82.6,ADMINISTRACION
5893,2,88.4,ADMINISTRACION
5894,2,89.33,ADMINISTRACION
5895,3,77.75,ADMINISTRACION
5896,3,83.9,ADMINISTRACION
5897,1,0,ADMINISTRACION
5898,2,90,ADMINISTRACION
5899,2,93,ADMINISTRACION
5900,2,91.6,ADMINISTRACION
5901,2,77,ADMINISTRACION
5902,3,79.45,ADMINISTRACION
5903,2,96.17,ADMINISTRACION
5904,2,88,ADMINISTRACION
5905,3,86.1,ADMINISTRACION
5906,3,85.5,ADMINISTRACION
5907,2,92.6,ADMINISTRACION
5908,1,0,ADMINISTRACION
5909,3,90.57,ADMINISTRACION
5910,2,83,ADMINISTRACION
5911,3,86.58,ADMINISTRACION
5912,3,87.36,ADMINISTRACION
5913,3,84.5,ADMINISTRACION
5914,2,91.4,ADMINISTRACION
5915,2,94,ADMINISTRACION
5916,1,0,ADMINISTRACION
5917,1,0,ADMINISTRACION
5918,1,0,ADMINISTRACION
5919,3,88.57,ADMINISTRACION
5920,1,0,ADMINISTRACION
5921,3,87.14,ADMINISTRACION
5922,3,84.44,ADMINISTRACION
5923,2,87.17,ADMINISTRACION
5924,2,84.25,ADMINISTRACION
5925,1,0,ADMINISTRACION
5926,2,84.4,ADMINISTRACION
5927,2,88.2,ADMINISTRACION
5928,1,0,ADMINISTRACION
5929,2,86.75,ADMINISTRACION
5930,1,0,ADMINISTRACION
5931,3,92,ADMINISTRACION
5932,3,91.75,ADMINISTRACION
5933,1,0,ADMINISTRACION
5934,1,0,ADMINISTRACION
5935,3,84.64,ADMINISTRACION
5936,2,88.33,ADMINISTRACION
5937,2,97.17,ADMINISTRACION
5938,2,85.4,ADMINISTRACION
5939,3,83,ADMINISTRACION
5940,2,84.8,ADMINISTRACION
5941,1,0,ADMINISTRACION
5942,1,0,ADMINISTRACION
5943,2,88.67,ADMINISTRACION
5944,3,84.4,ADMINISTRACION
5945,2,90.67,ADMINISTRACION
5946,2,91.67,ADMINISTRACION
