no,semetre,promedio,carrera
792,4,83.13,BIOQUIMICA
793,7,79.83,BIOQUIMICA
794,9,82.9,BIOQUIMICA
795,4,87.5,BIOQUIMICA
796,7,84.34,BIOQUIMICA
797,8,79.68,BIOQUIMICA
798,6,80.67,BIOQUIMICA
799,4,90.78,BIOQUIMICA
800,6,91.27,BIOQUIMICA
801,6,86.06,BIOQUIMICA
802,5,79.7,BIOQUIMICA
803,5,82,BIOQUIMICA
804,9,84.55,BIOQUIMICA
805,10,82.3,BIOQUIMICA
806,6,84.04,BIOQUIMICA
807,4,82.86,BIOQUIMICA
808,4,83.2,BIOQUIMICA
809,4,92.53,BIOQUIMICA
810,12,77.88,BIOQUIMICA
811,8,80.19,BIOQUIMICA
812,8,90.12,BIOQUIMICA
813,7,82.21,BIOQUIMICA
814,6,79.77,BIOQUIMICA
815,7,83.2,BIOQUIMICA
816,8,80.47,BIOQUIMICA
817,9,85.93,BIOQUIMICA
818,9,81.64,BIOQUIMICA
819,4,89.12,BIOQUIMICA
820,7,78.08,BIOQUIMICA
821,6,84.26,BIOQUIMICA
822,6,95.37,BIOQUIMICA
823,5,81.54,BIOQUIMICA
824,4,85.42,BIOQUIMICA
825,8,84.97,BIOQUIMICA
826,7,80.92,BIOQUIMICA
827,12,77.41,BIOQUIMICA
828,8,80.74,BIOQUIMICA
829,4,81.63,BIOQUIMICA
830,6,84.33,BIOQUIMICA
831,4,92.33,BIOQUIMICA
832,10,81.03,BIOQUIMICA
833,8,83.08,BIOQUIMICA
834,14,77.8,BIOQUIMICA
835,10,85.34,BIOQUIMICA
836,4,79,BIOQUIMICA
837,11,80.95,BIOQUIMICA
838,8,86.38,BIOQUIMICA
839,8,90.14,BIOQUIMICA
840,10,81.29,BIOQUIMICA
841,6,78.95,BIOQUIMICA
842,10,81.43,BIOQUIMICA
843,6,85.73,BIOQUIMICA
844,9,79.06,BIOQUIMICA
845,8,78.12,BIOQUIMICA
846,6,79.27,BIOQUIMICA
847,10,81.74,BIOQUIMICA
848,8,82.43,BIOQUIMICA
849,6,80.83,BIOQUIMICA
850,6,90.17,BIOQUIMICA
851,7,82,BIOQUIMICA
852,8,86.54,BIOQUIMICA
853,9,77.85,BIOQUIMICA
854,8,89.45,BIOQUIMICA
855,11,81.04,BIOQUIMICA
856,9,83.07,BIOQUIMICA
857,11,78.45,BIOQUIMICA
858,5,81.56,BIOQUIMICA
859,6,84.33,BIOQUIMICA
860,6,84.04,BIOQUIMICA
861,6,90.03,BIOQUIMICA
862,9,78.22,BIOQUIMICA
863,8,89.6,BIOQUIMICA
864,12,80.09,BIOQUIMICA
865,7,87.34,BIOQUIMICA
866,4,79.71,BIOQUIMICA
867,4,79.06,BIOQUIMICA
868,6,86.74,BIOQUIMICA
869,6,84.27,BIOQUIMICA
870,10,83.76,BIOQUIMICA
871,4,82.79,BIOQUIMICA
872,9,82.6,BIOQUIMICA
873,4,84.06,BIOQUIMICA
874,12,79.22,BIOQUIMICA
875,10,92.75,BIOQUIMICA
876,6,81.4,BIOQUIMICA
877,8,81.27,BIOQUIMICA
878,6,86,BIOQUIMICA
879,5,86.65,BIOQUIMICA
880,9,87.58,BIOQUIMICA
881,6,82.5,BIOQUIMICA
882,11,77.06,BIOQUIMICA
883,8,91.18,BIOQUIMICA
884,4,79,BIOQUIMICA
885,8,90.24,BIOQUIMICA
886,4,88.33,BIOQUIMICA
887,4,81.91,BIOQUIMICA
888,6,88.33,BIOQUIMICA
889,6,81.04,BIOQUIMICA
890,6,83.81,BIOQUIMICA
891,9,83.61,BIOQUIMICA
892,10,85.98,BIOQUIMICA
893,7,80.38,BIOQUIMICA
894,5,83.35,BIOQUIMICA
895,8,85.86,BIOQUIMICA
896,6,82.43,BIOQUIMICA
897,5,84.36,BIOQUIMICA
898,10,80.87,BIOQUIMICA
899,9,77.18,BIOQUIMICA
900,5,84.83,BIOQUIMICA
901,8,83.51,BIOQUIMICA
902,8,80.69,BIOQUIMICA
903,4,97.67,BIOQUIMICA
904,8,92.81,BIOQUIMICA
905,4,91.25,BIOQUIMICA
906,9,81,BIOQUIMICA
907,5,81.95,BIOQUIMICA
908,9,85.09,BIOQUIMICA
909,4,82.5,BIOQUIMICA
910,8,92.19,BIOQUIMICA
911,4,78.82,BIOQUIMICA
912,4,91.56,BIOQUIMICA
913,6,89.53,BIOQUIMICA
914,8,81.86,BIOQUIMICA
915,8,84,BIOQUIMICA
916,10,82.84,BIOQUIMICA
917,11,80.14,BIOQUIMICA
918,6,78.39,BIOQUIMICA
919,12,79.93,BIOQUIMICA
920,2,81.17,BIOQUIMICA
921,2,89.5,BIOQUIMICA
922,3,81.75,BIOQUIMICA
923,2,83.6,BIOQUIMICA
924,1,0,BIOQUIMICA
925,2,88.17,BIOQUIMICA
926,2,87.75,BIOQUIMICA
927,2,85.83,BIOQUIMICA
928,1,0,BIOQUIMICA
929,1,0,BIOQUIMICA
930,2,91.67,BIOQUIMICA
931,2,87.5,BIOQUIMICA
932,1,0,BIOQUIMICA
933,2,84.2,BIOQUIMICA
934,1,0,BIOQUIMICA
935,1,0,BIOQUIMICA
936,2,83.8,BIOQUIMICA
937,3,83.9,BIOQUIMICA
938,2,90.25,BIOQUIMICA
939,2,83.67,BIOQUIMICA
940,1,0,BIOQUIMICA
941,3,81.36,BIOQUIMICA
942,2,77.57,BIOQUIMICA
943,1,0,BIOQUIMICA
944,2,88.4,BIOQUIMICA
945,3,84.83,BIOQUIMICA
946,1,0,BIOQUIMICA
947,1,0,BIOQUIMICA
948,3,90,BIOQUIMICA
949,2,77.5,BIOQUIMICA
950,3,84.33,BIOQUIMICA
951,1,0,BIOQUIMICA
952,2,88,BIOQUIMICA
953,3,83.75,BIOQUIMICA
954,3,83,BIOQUIMICA
955,2,94.67,BIOQUIMICA
956,1,0,BIOQUIMICA
957,2,87,BIOQUIMICA
958,1,0,BIOQUIMICA
959,2,83.17,BIOQUIMICA
960,1,0,BIOQUIMICA
961,1,0,BIOQUIMICA
962,2,79.67,BIOQUIMICA
963,2,90,BIOQUIMICA
964,2,92.17,BIOQUIMICA
965,1,0,BIOQUIMICA
966,3,79.86,BIOQUIMICA
967,2,93.17,BIOQUIMICA
968,2,84.67,BIOQUIMICA
969,2,84,BIOQUIMICA
970,2,85.4,BIOQUIMICA
971,2,88.2,BIOQUIMICA
972,2,89,BIOQUIMICA
973,2,88.33,BIOQUIMICA
974,2,86.8,BIOQUIMICA
975,2,94,BIOQUIMICA
976,2,93.17,BIOQUIMICA
977,3,84,BIOQUIMICA
978,2,91.2,BIOQUIMICA
979,3,79.75,BIOQUIMICA
980,3,85,BIOQUIMICA
981,3,79,BIOQUIMICA
982,2,85.4,BIOQUIMICA
983,2,93.33,BIOQUIMICA
984,1,0,BIOQUIMICA
985,2,88.33,BIOQUIMICA
986,2,89.17,BIOQUIMICA
987,1,0,BIOQUIMICA
988,2,83.8,BIOQUIMICA
989,2,81,BIOQUIMICA
990,1,0,BIOQUIMICA
991,1,0,BIOQUIMICA
992,2,82.33,BIOQUIMICA
993,2,81.4,BIOQUIMICA
994,2,79.5,BIOQUIMICA
995,2,80,BIOQUIMICA
996,2,84.83,BIOQUIMICA
997,1,0,BIOQUIMICA
998,1,0,BIOQUIMICA
999,1,0,BIOQUIMICA
1000,2,83.4,BIOQUIMICA
1001,1,0,BIOQUIMICA
1002,1,0,BIOQUIMICA
1003,2,79.4,BIOQUIMICA
1004,1,0,BIOQUIMICA
1005,1,0,BIOQUIMICA
1006,2,82.5,BIOQUIMICA
1007,1,0,BIOQUIMICA
1008,2,90.83,BIOQUIMICA
1009,2,88.17,BIOQUIMICA
1010,2,88,BIOQUIMICA
1011,1,0,BIOQUIMICA
1012,3,89.42,BIOQUIMICA
1013,2,84.4,BIOQUIMICA
1014,1,0,BIOQUIMICA
1015,1,0,BIOQUIMICA
1016,2,81.2,BIOQUIMICA
1017,2,83,BIOQUIMICA
1018,2,81.8,BIOQUIMICA
1019,2,82.2,BIOQUIMICA
1020,3,83.08,BIOQUIMICA
1021,2,87.83,BIOQUIMICA
1022,2,86.33,BIOQUIMICA
1023,1,0,BIOQUIMICA
1024,2,85.33,BIOQUIMICA
1025,3,83.91,BIOQUIMICA
1026,1,0,BIOQUIMICA
1027,1,0,BIOQUIMICA
1028,2,83.5,BIOQUIMICA
1029,1,0,BIOQUIMICA
1030,2,89,BIOQUIMICA
1031,3,88.18,BIOQUIMICA
1032,1,0,BIOQUIMICA
1033,3,0,BIOQUIMICA
1034,2,81.67,BIOQUIMICA
1035,1,0,BIOQUIMICA
1036,2,90.5,BIOQUIMICA
1037,1,0,BIOQUIMICA
1038,3,81,BIOQUIMICA
1039,2,85.33,BIOQUIMICA
1040,1,0,BIOQUIMICA
1041,1,0,BIOQUIMICA
1042,2,89.5,BIOQUIMICA
1043,3,85.25,BIOQUIMICA
1044,2,95.17,BIOQUIMICA
1045,1,0,BIOQUIMICA
1046,7,85.08,CIVIL
1047,7,86.24,CIVIL
1048,7,90.54,CIVIL
1049,10,78.86,CIVIL
1050,8,83.68,CIVIL
1051,11,84.41,CIVIL
1052,5,76.27,CIVIL
1053,4,80.5,CIVIL
1054,7,85.74,CIVIL
1055,6,84.97,CIVIL
1056,7,77.54,CIVIL
1057,5,78.53,CIVIL
1058,10,82.78,CIVIL
1059,5,80.1,CIVIL
1060,4,81.77,CIVIL
1061,4,79,CIVIL
1062,6,88.7,CIVIL
1063,5,84.83,CIVIL
1064,6,78.53,CIVIL
1065,4,79.93,CIVIL
1066,7,80.34,CIVIL
1067,8,80.78,CIVIL
1068,6,82.89,CIVIL
1069,8,86.58,CIVIL
1070,4,85,CIVIL
1071,5,80.16,CIVIL
1072,4,81.36,CIVIL
1073,9,82.18,CIVIL
1074,9,79.73,CIVIL
1075,5,80.24,CIVIL
1076,5,74.71,CIVIL
1077,9,86.04,CIVIL
1078,7,81.3,CIVIL
1079,8,81.17,CIVIL
1080,10,85.05,CIVIL
1081,4,79.08,CIVIL
1082,6,92.59,CIVIL
1083,9,83.1,CIVIL
1084,9,78.15,CIVIL
1085,4,79.13,CIVIL
1086,9,78.72,CIVIL
1087,6,83.53,CIVIL
1088,7,83.82,CIVIL
1089,10,79.16,CIVIL
1090,6,92.91,CIVIL
1091,5,84.39,CIVIL
1092,10,78.88,CIVIL
1093,11,85.22,CIVIL
1094,10,79.9,CIVIL
1095,5,81.47,CIVIL
1096,6,78.85,CIVIL
1097,10,84.04,CIVIL
1098,10,80.09,CIVIL
1099,4,93.79,CIVIL
1100,11,78.16,CIVIL
1101,8,86.07,CIVIL
1102,8,81.1,CIVIL
1103,6,90.66,CIVIL
1104,8,83.38,CIVIL
1105,12,82.4,CIVIL
1106,4,82.83,CIVIL
1107,7,78.94,CIVIL
1108,8,82.4,CIVIL
1109,10,92.03,CIVIL
1110,8,86.55,CIVIL
1111,12,80.85,CIVIL
1112,9,78.91,CIVIL
1113,10,79.62,CIVIL
1114,7,88.24,CIVIL
1115,9,80.79,CIVIL
1116,5,84.76,CIVIL
1117,4,78,CIVIL
1118,4,82.75,CIVIL
1119,7,86.94,CIVIL
1120,7,79.63,CIVIL
1121,4,85.67,CIVIL
1122,7,82.48,CIVIL
1123,7,81.43,CIVIL
1124,9,83.66,CIVIL
1125,7,79.79,CIVIL
1126,9,82,CIVIL
1127,8,89.21,CIVIL
1128,7,86.92,CIVIL
1129,8,78.58,CIVIL
1130,4,82.06,CIVIL
1131,4,85.32,CIVIL
1132,8,78.54,CIVIL
1133,4,81.67,CIVIL
1134,7,81.39,CIVIL
1135,8,80.54,CIVIL
1136,9,78.86,CIVIL
1137,9,90.6,CIVIL
1138,6,85.58,CIVIL
1139,6,95.22,CIVIL
1140,7,82.06,CIVIL
1141,6,92.63,CIVIL
1142,8,78.94,CIVIL
1143,7,78.96,CIVIL
1144,10,77.67,CIVIL
1145,12,80.45,CIVIL
1146,5,82.56,CIVIL
1147,6,89.97,CIVIL
1148,8,79.97,CIVIL
1149,5,81.87,CIVIL
1150,9,83.12,CIVIL
1151,7,88.09,CIVIL
1152,5,80.33,CIVIL
1153,9,84.13,CIVIL
1154,9,81.12,CIVIL
1155,5,80.52,CIVIL
1156,5,83.25,CIVIL
1157,5,86.31,CIVIL
1158,4,81.36,CIVIL
1159,4,82.11,CIVIL
1160,7,84.09,CIVIL
1161,8,81.28,CIVIL
1162,7,83.45,CIVIL
1163,7,78.66,CIVIL
1164,9,79.16,CIVIL
1165,4,83.94,CIVIL
1166,6,80.83,CIVIL
1167,4,85,CIVIL
1168,7,88.39,CIVIL
1169,6,88.84,CIVIL
1170,5,80.41,CIVIL
1171,4,83.11,CIVIL
1172,6,91.38,CIVIL
1173,7,80.58,CIVIL
1174,7,80.89,CIVIL
1175,10,83.6,CIVIL
1176,10,82.41,CIVIL
1177,11,81.56,CIVIL
1178,8,86.18,CIVIL
1179,5,88.77,CIVIL
1180,8,82.44,CIVIL
1181,7,79.03,CIVIL
1182,7,80.31,CIVIL
1183,9,93.57,CIVIL
1184,7,82.68,CIVIL
1185,8,92.14,CIVIL
1186,7,79.47,CIVIL
1187,4,83.12,CIVIL
1188,5,84.31,CIVIL
1189,8,79.59,CIVIL
1190,7,93.64,CIVIL
1191,5,89.92,CIVIL
1192,7,83.38,CIVIL
1193,6,86.23,CIVIL
1194,11,84.29,CIVIL
1195,6,93.34,CIVIL
1196,8,84.39,CIVIL
1197,6,83.86,CIVIL
1198,9,79.87,CIVIL
1199,8,81.84,CIVIL
1200,8,82.95,CIVIL
1201,7,82.97,CIVIL
1202,9,85.96,CIVIL
1203,11,78.4,CIVIL
1204,13,80.24,CIVIL
1205,8,88.1,CIVIL
1206,11,79.25,CIVIL
1207,8,90.36,CIVIL
1208,5,81.27,CIVIL
1209,6,84.9,CIVIL
1210,7,83.65,CIVIL
1211,3,84.08,CIVIL
1212,5,82.79,CIVIL
1213,10,79.8,CIVIL
1214,7,76.54,CIVIL
1215,7,84.7,CIVIL
1216,9,88.04,CIVIL
1217,8,86.59,CIVIL
1218,8,86.98,CIVIL
1219,6,89.2,CIVIL
1220,5,82.57,CIVIL
1221,7,79.57,CIVIL
1222,7,80.41,CIVIL
1223,8,90.4,CIVIL
1224,9,84.67,CIVIL
1225,8,89.12,CIVIL
1226,5,80.46,CIVIL
1227,8,82.54,CIVIL
1228,4,84.13,CIVIL
1229,7,88.11,CIVIL
1230,8,93.51,CIVIL
1231,9,84,CIVIL
1232,11,81.22,CIVIL
1233,7,80.48,CIVIL
1234,9,81.04,CIVIL
1235,5,79,CIVIL
1236,8,83.08,CIVIL
1237,6,86.23,CIVIL
1238,5,78.11,CIVIL
1239,5,87.64,CIVIL
1240,9,82.93,CIVIL
1241,7,80.48,CIVIL
1242,5,82.05,CIVIL
1243,6,80.96,CIVIL
1244,5,83.09,CIVIL
1245,4,90.16,CIVIL
1246,7,80.97,CIVIL
1247,10,81.45,CIVIL
1248,5,86.91,CIVIL
1249,4,83.08,CIVIL
1250,4,92,CIVIL
1251,4,82.64,CIVIL
1252,11,77.68,CIVIL
1253,11,75.86,CIVIL
1254,11,75.65,CIVIL
1255,11,78.21,CIVIL
1256,5,83.29,CIVIL
1257,7,79.57,CIVIL
1258,5,82.9,CIVIL
1259,10,84.96,CIVIL
1260,9,85.5,CIVIL
1261,7,83.33,CIVIL
1262,6,85.53,CIVIL
1263,4,82,CIVIL
1264,4,82.11,CIVIL
1265,6,83.07,CIVIL
1266,11,78.24,CIVIL
1267,7,86.92,CIVIL
1268,10,78.74,CIVIL
1269,4,81.31,CIVIL
1270,5,80.74,CIVIL
1271,6,80.37,CIVIL
1272,7,89.7,CIVIL
1273,4,83.37,CIVIL
1274,14,75.33,CIVIL
1275,8,81.93,CIVIL
1276,11,84.06,CIVIL
1277,4,85.33,CIVIL
1278,5,79.17,CIVIL
1279,8,88.17,CIVIL
1280,4,83.81,CIVIL
1281,8,80.23,CIVIL
1282,8,96.5,CIVIL
1283,10,80.42,CIVIL
1284,4,84.18,CIVIL
1285,7,81.63,CIVIL
1286,8,82.55,CIVIL
1287,7,81.62,CIVIL
1288,9,83,CIVIL
1289,5,79.88,CIVIL
1290,4,85.17,CIVIL
1291,6,84.6,CIVIL
1292,7,83.94,CIVIL
1293,7,84.75,CIVIL
1294,6,79.33,CIVIL
1295,4,78.75,CIVIL
1296,4,86.78,CIVIL
1297,4,92,CIVIL
1298,4,86.6,CIVIL
1299,5,80.32,CIVIL
1300,6,87.47,CIVIL
1301,4,83,CIVIL
1302,12,85.27,CIVIL
1303,8,78.63,CIVIL
1304,7,80.39,CIVIL
1305,9,92.46,CIVIL
1306,11,82.35,CIVIL
1307,13,80.69,CIVIL
1308,11,81.3,CIVIL
1309,9,81.96,CIVIL
1310,4,92.11,CIVIL
1311,10,78.5,CIVIL
1312,11,75.79,CIVIL
1313,6,83.32,CIVIL
1314,8,94.96,CIVIL
1315,8,79.46,CIVIL
1316,9,79.57,CIVIL
1317,7,83.37,CIVIL
1318,6,81.23,CIVIL
1319,6,89.03,CIVIL
1320,9,80.67,CIVIL
1321,9,87.11,CIVIL
1322,6,82.46,CIVIL
1323,11,76.04,CIVIL
1324,8,92.48,CIVIL
1325,6,81.96,CIVIL
1326,7,78.38,CIVIL
1327,5,84.48,CIVIL
1328,9,84.11,CIVIL
1329,6,85.63,CIVIL
1330,6,82.34,CIVIL
1331,8,82.54,CIVIL
1332,9,79.42,CIVIL
1333,7,81.45,CIVIL
1334,5,80.38,CIVIL
1335,12,84.27,CIVIL
1336,6,89.34,CIVIL
1337,4,70,CIVIL
1338,5,84.61,CIVIL
1339,7,83.2,CIVIL
1340,5,81.45,CIVIL
1341,6,84.13,CIVIL
1342,4,89.38,CIVIL
1343,4,86,CIVIL
1344,8,85.17,CIVIL
1345,8,87.48,CIVIL
1346,12,78.6,CIVIL
1347,6,94.13,CIVIL
1348,9,82.21,CIVIL
1349,6,81.13,CIVIL
1350,12,76.63,CIVIL
1351,5,83.45,CIVIL
1352,5,81.88,CIVIL
1353,4,94.39,CIVIL
1354,7,79.06,CIVIL
1355,13,77.7,CIVIL
1356,4,80.13,CIVIL
1357,9,83.06,CIVIL
1358,6,81.52,CIVIL
1359,11,78.35,CIVIL
1360,9,83.41,CIVIL
1361,5,83.46,CIVIL
1362,5,78.78,CIVIL
1363,9,80.68,CIVIL
1364,8,91.14,CIVIL
1365,9,82.61,CIVIL
1366,5,88.32,CIVIL
1367,7,79.68,CIVIL
1368,7,82.38,CIVIL
1369,4,84.53,CIVIL
1370,10,84.93,CIVIL
1371,6,87.55,CIVIL
1372,9,80.09,CIVIL
1373,5,78.79,CIVIL
1374,4,79.86,CIVIL
1375,9,84.94,CIVIL
1376,10,78.7,CIVIL
1377,6,83.47,CIVIL
1378,11,82.6,CIVIL
1379,5,82.38,CIVIL
1380,7,77.58,CIVIL
1381,9,80.66,CIVIL
1382,9,74.88,CIVIL
1383,5,80.76,CIVIL
1384,8,80.39,CIVIL
1385,6,81.48,CIVIL
1386,7,89.42,CIVIL
1387,6,89.29,CIVIL
1388,4,84.33,CIVIL
1389,4,92,CIVIL
1390,9,90.59,CIVIL
1391,6,91.47,CIVIL
1392,11,82.88,CIVIL
1393,3,81.5,CIVIL
1394,8,92.52,CIVIL
1395,7,86.54,CIVIL
1396,5,80.67,CIVIL
1397,8,79.87,CIVIL
1398,3,89.91,CIVIL
1399,8,79.49,CIVIL
1400,4,81,CIVIL
1401,9,81.89,CIVIL
1402,6,83.9,CIVIL
1403,6,88.18,CIVIL
1404,4,86.25,CIVIL
1405,8,84.83,CIVIL
1406,9,80.88,CIVIL
1407,6,83.86,CIVIL
1408,11,78.82,CIVIL
1409,6,84.68,CIVIL
1410,7,86.74,CIVIL
1411,5,81.58,CIVIL
1412,4,78.64,CIVIL
1413,4,85.94,CIVIL
1414,10,84.26,CIVIL
1415,11,81.47,CIVIL
1416,9,80.66,CIVIL
1417,4,83,CIVIL
1418,11,78.18,CIVIL
1419,6,82.81,CIVIL
1420,7,87.94,CIVIL
1421,8,79.37,CIVIL
1422,5,85.09,CIVIL
1423,4,92.83,CIVIL
1424,10,79.44,CIVIL
1425,4,90.59,CIVIL
1426,7,81.6,CIVIL
1427,5,83.09,CIVIL
1428,7,81.86,CIVIL
1429,8,82.19,CIVIL
1430,6,86.63,CIVIL
1431,11,77.31,CIVIL
1432,12,79.98,CIVIL
1433,6,84,CIVIL
1434,9,80.89,CIVIL
1435,7,86.19,CIVIL
1436,9,83.17,CIVIL
1437,4,76.8,CIVIL
1438,8,78.58,CIVIL
1439,8,81.28,CIVIL
1440,8,88.77,CIVIL
1441,5,86.84,CIVIL
1442,5,79,CIVIL
1443,4,85,CIVIL
1444,7,77.62,CIVIL
1445,4,81.13,CIVIL
1446,8,79.25,CIVIL
1447,4,83.78,CIVIL
1448,10,78.81,CIVIL
1449,8,78.91,CIVIL
1450,5,87.86,CIVIL
1451,6,81.46,CIVIL
1452,8,85.88,CIVIL
1453,8,83.3,CIVIL
1454,9,79.23,CIVIL
1455,7,77.58,CIVIL
1456,5,82.54,CIVIL
1457,5,85.96,CIVIL
1458,5,85.22,CIVIL
1459,10,84.42,CIVIL
1460,9,82.34,CIVIL
1461,10,84.67,CIVIL
1462,8,79.22,CIVIL
1463,7,85.69,CIVIL
1464,6,85.08,CIVIL
1465,3,88.85,CIVIL
1466,8,85.96,CIVIL
1467,11,78.48,CIVIL
1468,6,89.8,CIVIL
1469,4,85.89,CIVIL
1470,11,80.32,CIVIL
1471,5,88.8,CIVIL
1472,11,77.76,CIVIL
1473,12,82.49,CIVIL
1474,9,79.28,CIVIL
1475,7,78.63,CIVIL
1476,10,76.09,CIVIL
1477,8,83.77,CIVIL
1478,8,83.33,CIVIL
1479,4,83.75,CIVIL
1480,4,90.89,CIVIL
1481,7,88.76,CIVIL
1482,4,85.56,CIVIL
1483,9,77.66,CIVIL
1484,6,88.43,CIVIL
1485,9,82.98,CIVIL
1486,7,79.46,CIVIL
1487,5,85.87,CIVIL
1488,4,89.89,CIVIL
1489,8,83.18,CIVIL
1490,8,90.9,CIVIL
1491,5,79.55,CIVIL
1492,9,77.5,CIVIL
1493,8,82.21,CIVIL
1494,8,84.42,CIVIL
1495,12,80.68,CIVIL
1496,4,80.53,CIVIL
1497,6,78,CIVIL
1498,5,82.42,CIVIL
1499,7,88.72,CIVIL
1500,9,81.69,CIVIL
1501,8,85.18,CIVIL
1502,7,82.39,CIVIL
1503,9,78.65,CIVIL
1504,7,81.59,CIVIL
1505,6,85.46,CIVIL
1506,5,88.88,CIVIL
1507,12,79.64,CIVIL
1508,10,79.15,CIVIL
1509,4,85.72,CIVIL
1510,5,77.95,CIVIL
1511,6,86.52,CIVIL
1512,6,82.32,CIVIL
1513,8,88.91,CIVIL
1514,8,95.74,CIVIL
1515,7,81.84,CIVIL
1516,4,82.73,CIVIL
1517,4,88.71,CIVIL
1518,6,78.15,CIVIL
1519,4,86.76,CIVIL
1520,6,92.34,CIVIL
1521,8,86.73,CIVIL
1522,5,78.07,CIVIL
1523,7,85.29,CIVIL
1524,6,87.16,CIVIL
1525,9,82.2,CIVIL
1526,6,79.75,CIVIL
1527,6,89.32,CIVIL
1528,5,80.53,CIVIL
1529,7,80.61,CIVIL
1530,7,83.61,CIVIL
1531,7,80.13,CIVIL
1532,7,88.36,CIVIL
1533,5,82.08,CIVIL
1534,9,82.7,CIVIL
1535,9,82.8,CIVIL
1536,4,86.06,CIVIL
1537,3,88.92,CIVIL
1538,2,90,CIVIL
1539,2,88.33,CIVIL
1540,1,0,CIVIL
1541,2,83.67,CIVIL
1542,3,77.82,CIVIL
1543,3,82.67,CIVIL
1544,3,83.17,CIVIL
1545,1,0,CIVIL
1546,2,0,CIVIL
1547,3,84.8,CIVIL
1548,1,0,CIVIL
1549,1,0,CIVIL
1550,2,85,CIVIL
1551,1,0,CIVIL
1552,3,83.11,CIVIL
1553,1,0,CIVIL
1554,2,92.5,CIVIL
1555,2,86.5,CIVIL
1556,3,81.4,CIVIL
1557,2,87,CIVIL
1558,2,90,CIVIL
1559,3,84.13,CIVIL
1560,1,0,CIVIL
1561,2,82,CIVIL
1562,3,84.14,CIVIL
1563,3,85.25,CIVIL
1564,1,0,CIVIL
1565,1,0,CIVIL
1566,3,91.58,CIVIL
1567,3,85.92,CIVIL
1568,3,84,CIVIL
1569,3,75.14,CIVIL
1570,2,81,CIVIL
1571,1,0,CIVIL
1572,2,86.2,CIVIL
1573,2,88.6,CIVIL
1574,3,85.42,CIVIL
1575,1,0,CIVIL
1576,1,0,CIVIL
1577,1,0,CIVIL
1578,2,81.67,CIVIL
1579,2,86.67,CIVIL
1580,1,0,CIVIL
1581,1,0,CIVIL
1582,2,88,CIVIL
1583,3,72.5,CIVIL
1584,1,0,CIVIL
1585,2,79,CIVIL
1586,1,0,CIVIL
1587,3,78.3,CIVIL
1588,1,0,CIVIL
1589,1,0,CIVIL
1590,3,89.15,CIVIL
1591,1,0,CIVIL
1592,1,0,CIVIL
1593,1,0,CIVIL
1594,2,85.33,CIVIL
1595,1,0,CIVIL
1596,2,91.5,CIVIL
1597,3,87.78,CIVIL
1598,2,94.67,CIVIL
1599,3,84.55,CIVIL
1600,1,0,CIVIL
1601,2,85,CIVIL
1602,2,0,CIVIL
1603,2,81.6,CIVIL
1604,1,0,CIVIL
1605,1,0,CIVIL
1606,1,0,CIVIL
1607,3,89,CIVIL
1608,2,83,CIVIL
1609,2,88.2,CIVIL
1610,2,87.25,CIVIL
1611,1,0,CIVIL
1612,2,85.67,CIVIL
1613,2,81.5,CIVIL
1614,1,0,CIVIL
1615,2,79,CIVIL
1616,1,0,CIVIL
1617,1,0,CIVIL
1618,1,0,CIVIL
1619,1,0,CIVIL
1620,3,87.5,CIVIL
1621,3,78.75,CIVIL
1622,2,85.6,CIVIL
1623,1,0,CIVIL
1624,1,0,CIVIL
1625,2,84.83,CIVIL
1626,3,90.83,CIVIL
1627,1,0,CIVIL
1628,3,92,CIVIL
1629,2,89.17,CIVIL
1630,1,0,CIVIL
1631,2,90.25,CIVIL
1632,2,93,CIVIL
1633,3,85,CIVIL
1634,3,87.11,CIVIL
1635,1,0,CIVIL
1636,3,92.58,CIVIL
1637,3,79.11,CIVIL
1638,1,0,CIVIL
1639,3,81,CIVIL
1640,1,0,CIVIL
1641,2,0,CIVIL
1642,3,83.1,CIVIL
1643,3,78.9,CIVIL
1644,3,87.43,CIVIL
1645,1,0,CIVIL
1646,2,82.2,CIVIL
1647,3,76.75,CIVIL
1648,3,81.89,CIVIL
1649,3,80,CIVIL
1650,1,0,CIVIL
1651,1,0,CIVIL
1652,2,88.33,CIVIL
1653,3,82.89,CIVIL
1654,1,0,CIVIL
1655,1,0,CIVIL
1656,2,89.17,CIVIL
1657,1,0,CIVIL
1658,3,88,CIVIL
1659,1,0,CIVIL
1660,3,83.42,CIVIL
1661,1,0,CIVIL
1662,1,0,CIVIL
1663,1,0,CIVIL
1664,3,83.43,CIVIL
1665,1,0,CIVIL
1666,2,84.83,CIVIL
1667,1,0,CIVIL
1668,2,89.83,CIVIL
1669,2,87.17,CIVIL
1670,3,81.44,CIVIL
1671,3,87.42,CIVIL
1672,2,82.5,CIVIL
1673,1,0,CIVIL
1674,2,85.17,CIVIL
1675,1,0,CIVIL
1676,1,0,CIVIL
1677,3,88.33,CIVIL
1678,2,82.75,CIVIL
1679,2,90.5,CIVIL
1680,1,0,CIVIL
1681,1,0,CIVIL
1682,2,78.2,CIVIL
1683,1,0,CIVIL
1684,1,0,CIVIL
1685,3,82.78,CIVIL
1686,1,0,CIVIL
1687,2,86.33,CIVIL
1688,3,95.08,CIVIL
1689,3,79.36,CIVIL
1690,3,80.67,CIVIL
1691,3,82.92,CIVIL
1692,3,83.57,CIVIL
